name,year,value,lastValue
Espagne,2010,6532,7250
Espagne,2011,6898,6532
Espagne,2012,7300,6898
Espagne,2013,8981,7300
Espagne,2014,13323,8981
Espagne,2015,17477,13323
Espagne,2016,33349,17477
Espagne,2017,52342,33349
Suède,1951,44000,42000
Suède,1952,42000,44000
Suède,1953,37000,42000
Suède,1954,33000,37000
Suède,1955,28000,33000
Suède,1956,31000,28000
Suède,1957,33000,31000
Suède,1958,31000,33000
Suède,1959,28000,31000
Suède,1960,26000,28000
Suède,1961,26000,26000
Suède,1962,26000,26000
Suède,1963,26000,26000
Suède,1964,24000,26000
Suède,1965,22000,24000
Suède,1966,20000,22000
Suède,1967,18000,20000
Suède,1968,17000,18000
Suède,1969,17000,17000
Suède,1970,20000,17000
Suède,1971,20000,20000
Suède,1972,20000,20000
Suède,1973,20000,20000
Suède,1974,20000,20000
Suède,1975,20000,20000
Suède,1976,20000,20000
Suède,1977,20000,20000
Suède,1978,20000,20000
Suède,1979,20000,20000
Suède,1980,20000,20000
Suède,1981,20000,20000
Suède,1982,20000,20000
Suède,1983,43000,20000
Suède,1984,90600,43000
Suède,1985,90600,90600
Suède,1986,120000,90600
Suède,1987,130000,120000
Suède,1988,139783,130000
Suède,1989,139783,139783
Suède,1990,109663,139783
Suède,1991,124470,109663
Suède,1992,131073,124470
Suède,1993,162402,131073
Suède,1994,200791,162402
Suède,1995,199212,200791
Suède,1996,191171,199212
Suède,1997,186725,191171
Suède,1998,178795,186725
Suède,1999,159513,178795
Suède,2000,168020,159513
Suède,2001,164091,168020
Suède,2002,175491,164091
Suède,2003,147439,175491
Suède,2004,101451,147439
Suède,2005,90617,101451
Suède,2006,97318,90617
Suède,2007,102801,97318
Suède,2008,101136,102801
Suède,2009,100308,101136
Suède,2010,101261,100308
Suède,2011,104748,101261
Suède,2012,115691,104748
Suède,2013,141899,115691
Suède,2014,198991,141899
Suède,2015,326566,198991
Suède,2016,313267,326566
Suède,2017,292479,313267
Royaume-Uni,1951,208000,200000
Royaume-Uni,1952,200000,208000
Royaume-Uni,1953,192000,200000
Royaume-Uni,1954,182000,192000
Royaume-Uni,1955,175000,182000
Royaume-Uni,1956,182000,175000
Royaume-Uni,1957,179000,182000
Royaume-Uni,1958,175000,179000
Royaume-Uni,1959,170000,175000
Royaume-Uni,1960,167000,170000
Royaume-Uni,1961,164000,167000
Royaume-Uni,1962,160000,164000
Royaume-Uni,1963,157000,160000
Royaume-Uni,1964,160000,157000
Royaume-Uni,1965,170000,160000
Royaume-Uni,1966,167000,170000
Royaume-Uni,1967,164000,167000
Royaume-Uni,1968,161000,164000
Royaume-Uni,1969,162000,161000
Royaume-Uni,1970,162000,162000
Royaume-Uni,1971,150000,162000
Royaume-Uni,1972,150000,150000
Royaume-Uni,1973,150000,150000
Royaume-Uni,1974,155500,150000
Royaume-Uni,1975,153000,155500
Royaume-Uni,1976,153000,153000
Royaume-Uni,1977,148000,153000
Royaume-Uni,1978,150000,148000
Royaume-Uni,1979,146000,150000
Royaume-Uni,1980,148000,146000
Royaume-Uni,1981,146000,148000
Royaume-Uni,1982,143000,146000
Royaume-Uni,1983,140000,143000
Royaume-Uni,1984,135000,140000
Royaume-Uni,1985,135000,135000
Royaume-Uni,1986,100000,135000
Royaume-Uni,1987,100000,100000
Royaume-Uni,1988,39759,100000
Royaume-Uni,1989,46017,39759
Royaume-Uni,1990,43632,46017
Royaume-Uni,1991,43371,43632
Royaume-Uni,1992,64726,43371
Royaume-Uni,1993,80230,64726
Royaume-Uni,1994,85160,80230
Royaume-Uni,1995,90909,85160
Royaume-Uni,1996,98577,90909
Royaume-Uni,1997,107933,98577
Royaume-Uni,1998,121716,107933
Royaume-Uni,1999,148922,121716
Royaume-Uni,2000,274848,148922
Royaume-Uni,2001,272189,274848
Royaume-Uni,2002,301987,272189
Royaume-Uni,2003,300421,301987
Royaume-Uni,2004,308544,300421
Royaume-Uni,2005,315681,308544
Royaume-Uni,2006,313956,315681
Royaume-Uni,2007,310515,313956
Royaume-Uni,2008,305694,310515
Royaume-Uni,2009,281760,305694
Royaume-Uni,2010,253027,281760
Royaume-Uni,2011,210414,253027
Royaume-Uni,2012,168707,210414
Royaume-Uni,2013,151161,168707
Royaume-Uni,2014,153617,151161
Royaume-Uni,2015,168937,153617
Royaume-Uni,2016,162512,168937
Royaume-Uni,2017,162050,162512
